Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [C Autoparts],Price [C Autoparts],In stock [C Autoparts],Low stock [C Autoparts],Optimal stock [C Autoparts],Available for sale [OLD A/P],Price [OLD A/P],In stock [OLD A/P],Low stock [OLD A/P],Optimal stock [OLD A/P],Available for sale [Stock - Accessories],Price [Stock - Accessories],In stock [Stock - Accessories],Low stock [Stock - Accessories],Optimal stock [Stock - Accessories],Available for sale [WAREHOUSE],Price [WAREHOUSE],In stock [WAREHOUSE],Low stock [WAREHOUSE],Optimal stock [WAREHOUSE],Available for sale [TIRES],Price [TIRES],In stock [TIRES],Low stock [TIRES],Optimal stock [TIRES],Available for sale [JUNIOR],Price [JUNIOR],In stock [JUNIOR],Low stock [JUNIOR],Optimal stock [JUNIOR]
45941629,45941629,PRT SHOCK 3100516 HON CITY 08-13 FRT LH 338002,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2372.43,5259470355829,,,Y,,,0.0,Y,3500.00,0.0,1.0,2.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,2.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
95137199,95137199,PRT SHOCK 3100519 HON CITY JAZZ 14-20 FRT RH 3330045,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2107.11,1845257045591,,,Y,,,0.0,Y,3500.00,0.0,1.0,2.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,2.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
69135399,69135399,PRT SHOCK 3100520 HON CITY JAZZ 14-20 FRT LH 3330046,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2107.11,9823841508648,,,Y,,,0.0,Y,3500.00,0.0,1.0,2.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,2.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
24410852,24410852,PRT SHOCK 3100556 SUZ ERTIGA FRT RH 3330085,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3000.00,2075.7,6305006507527,,,Y,,,0.0,Y,3000.00,0.0,1.0,2.0,Y,3000.00,1.0,,,N,3000.00,0.0,,,N,3000.00,1.0,,,N,3000.00,0.0,,,N,3000.00,0.0,,
87610119,87610119,PRT SHOCK 3100557 SUZ ERTIGA FRT LH 3330086,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3000.00,2075.7,9871200389704,,,Y,,,0.0,Y,3000.00,0.0,1.0,2.0,Y,3000.00,1.0,,,N,3000.00,0.0,,,N,3000.00,1.0,,,N,3000.00,0.0,,,N,3000.00,0.0,,
54577026,54577026,PRT SHOCK 3100577 HON BRIO 14-UP FRT RH 3320006,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3200.00,2041.75,4433298063208,,,Y,,,0.0,Y,3200.00,0.0,1.0,2.0,Y,3200.00,0.0,,,N,3200.00,0.0,,,N,3200.00,1.0,,,N,3200.00,0.0,,,N,3200.00,0.0,,
30549290,30549290,PRT SHOCK 3100578 HON BRIO 14-UP FRT LH 3320007,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3200.00,2041.75,6302077356849,,,Y,,,0.0,Y,3200.00,0.0,1.0,2.0,Y,3200.00,0.0,,,N,3200.00,0.0,,,N,3200.00,1.0,,,N,3200.00,0.0,,,N,3200.00,0.0,,
39467844,39467844,PRT SHOCK 3100589 MIT MIRAGE G4 FRT 3320014,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,2500.00,1547.44,4830681285603,,,Y,,,0.0,Y,2500.00,0.0,1.0,2.0,Y,2500.00,0.0,,,N,2500.00,0.0,,,N,2500.00,4.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,
31416370,31416370,PRT SHOCK 3100687 339161 HON CIVIC 06-12 FD FRT RH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3000.00,2027.49,2181493745031,,,Y,,,0.0,Y,3000.00,0.0,1.0,2.0,Y,3000.00,0.0,,,N,3000.00,0.0,,,N,3000.00,1.0,,,N,3000.00,0.0,,,N,3000.00,0.0,,
98199051,98199051,PRT SHOCK 3100688 339162 HON CIVIC 06-12 FD FRT LH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3000.00,2027.49,9444213422838,,,Y,,,0.0,Y,3000.00,0.0,1.0,2.0,Y,3000.00,0.0,,,N,3000.00,0.0,,,N,3000.00,1.0,,,N,3000.00,0.0,,,N,3000.00,0.0,,
75865833,75865833,PRT SHOCK 3100752 HYU ACCENT 12-18 FRT RH 338106,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,2500.00,1654.04,5912045747527,,,Y,,,0.0,Y,2500.00,0.0,1.0,2.0,Y,2500.00,1.0,,,N,2500.00,0.0,,,N,2500.00,1.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,
97517957,97517957,PRT SHOCK 3100753 HYU ACCENT 12-18 FRT LH 338107,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,2500.00,1654.04,1617321535525,,,Y,,,0.0,Y,2500.00,0.0,1.0,2.0,Y,2500.00,1.0,,,N,2500.00,0.0,,,N,2500.00,1.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,
52544442,52544442,PRT SHOCK 3100889 GEELY AZKARRA FRT RH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2279.4,3690124687583,,,Y,,,0.0,Y,3500.00,0.0,0.0,1.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,1.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
45281442,45281442,PRT SHOCK 3100890 GEELY AZKARRA FRT LH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2279.4,1968027258127,,,Y,,,0.0,Y,3500.00,0.0,0.0,1.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,1.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
73389184,73389184,PRT SHOCK 3100921 MIT XPANDER FRT RH 3340251,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,2800.00,1847.56,1098006985017,,,Y,,,0.0,Y,2800.00,0.0,1.0,2.0,Y,2800.00,0.0,,,N,2800.00,0.0,,,N,2800.00,2.0,,,N,2800.00,0.0,,,N,2800.00,0.0,,
40471945,40471945,PRT SHOCK 3100922 MIT XPANDER FRT LH 3340252,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,2800.00,1847.56,1033784646644,,,Y,,,0.0,Y,2800.00,0.0,1.0,2.0,Y,2800.00,0.0,,,N,2800.00,0.0,,,N,2800.00,2.0,,,N,2800.00,0.0,,,N,2800.00,0.0,,
96580249,96580249,PRT SHOCK 3100925 TOY RUSH 18-22 FRT RH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,2800.00,1925.64,4113059532524,,,Y,,,0.0,Y,2800.00,0.0,1.0,2.0,Y,2800.00,0.0,,,N,2800.00,0.0,,,N,2800.00,2.0,,,N,2800.00,0.0,,,N,2800.00,0.0,,
53471296,53471296,PRT SHOCK 3100926 TOY RUSH 18-22 FRT LH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,2800.00,1925.64,2948137176435,,,Y,,,0.0,Y,2800.00,0.0,1.0,2.0,Y,2800.00,0.0,,,N,2800.00,0.0,,,N,2800.00,2.0,,,N,2800.00,0.0,,,N,2800.00,0.0,,
14781792,14781792,PRT SHOCK 3101230 FORD EVEREST 16-UP FRT 3410072,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3000.00,1776.94,5191852451159,,,Y,,,0.0,Y,3000.00,0.0,1.0,2.0,Y,3000.00,0.0,,,N,3000.00,0.0,,,N,3000.00,2.0,,,N,3000.00,0.0,,,N,3000.00,0.0,,
73398101,73398101,PRT SHOCK 3101231 FORD EVEREST 16-UP REAR 3410069,SHOCK ABS - TUBE #01 PRT,,N,,,,,,,2500.00,1497.87,3963607829900,,,Y,,,0.0,Y,2500.00,2.0,1.0,2.0,Y,2500.00,0.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,
88190185,88190185,PRT SHOCK 3101234 FORD RANGER 12-19 FRT 340124,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3000.00,1962.31,5377334315229,,,Y,,,0.0,Y,3000.00,0.0,1.0,2.0,Y,3000.00,0.0,,,N,3000.00,0.0,,,N,3000.00,2.0,,,N,3000.00,0.0,,,N,3000.00,0.0,,
23746340,23746340,PRT SHOCK 3101235 FORD RANGER 12-19 RR 345101,SHOCK ABS - TUBE #01 PRT,,N,,,,,,,2500.00,1479.54,7322845642775,,,Y,,,0.0,Y,2500.00,2.0,1.0,2.0,Y,2500.00,0.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,
60115770,60115770,PRT SHOCK 3101238 FORD ECOSPORT REAR,SHOCK ABS - TUBE #01 PRT,,N,,,,,,,2000.00,1167.88,9921087560045,,,Y,,,0.0,Y,2000.00,6.0,2.0,4.0,Y,2000.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,
87083985,87083985,PRT SHOCK 3101239 HON BRV FRT RH 3320030,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2116.44,9626969770269,,,Y,,,0.0,Y,3500.00,0.0,1.0,2.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,2.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
53346918,53346918,PRT SHOCK 3101240 HON BRV FRT LH 3320031,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2116.44,7429871907622,,,Y,,,0.0,Y,3500.00,0.0,1.0,2.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,2.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
35052326,35052326,PRT SHOCK 3101241 HON CITY 14-20 FRT RH 3330063,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2100.83,8629228251999,,,Y,,,0.0,Y,3500.00,0.0,1.0,2.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,2.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
86504029,86504029,PRT SHOCK 3101242 HON CITY 14-20 FRT LH 3330064,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2100.83,7498794364904,,,Y,,,0.0,Y,3500.00,0.0,1.0,2.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,2.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
95370199,95370199,PRT SHOCK 3101316 TOY AVANZA 16-22 FRT RH 3330136,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,2800.00,1835.34,6452112762248,,,Y,,,0.0,Y,2800.00,0.0,1.0,2.0,Y,2800.00,0.0,,,N,2800.00,0.0,,,N,2800.00,2.0,,,N,2800.00,0.0,,,N,2800.00,0.0,,
13600979,13600979,PRT SHOCK 3101317 TOY AVANZA 16-22 FRT LH 3330137,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,2800.00,1835.34,5247778552705,,,Y,,,0.0,Y,2800.00,0.0,1.0,2.0,Y,2800.00,0.0,,,N,2800.00,0.0,,,N,2800.00,2.0,,,N,2800.00,0.0,,,N,2800.00,0.0,,
42127550,42127550,PRT SHOCK 3101456 FORD ECOSPORT FRT LH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2204.9,2275922411335,,,Y,,,0.0,Y,3500.00,0.0,1.0,2.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,2.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
70384168,70384168,PRT SHOCK 3101457 FORD ECOSPORT FRT RH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3500.00,2212.3,7687826579106,,,Y,,,0.0,Y,3500.00,0.0,1.0,2.0,Y,3500.00,0.0,,,N,3500.00,0.0,,,N,3500.00,2.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
45911067,45911067,PRT SHOCK 3101458 GEELY COOLRAY FRT LH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3800.00,2017.31,1157018979848,,,Y,,,0.0,Y,3800.00,0.0,0.0,1.0,Y,3800.00,0.0,,,N,3800.00,0.0,,,N,3800.00,1.0,,,N,3800.00,0.0,,,N,3800.00,0.0,,
71482235,71482235,PRT SHOCK 3101459 GEELY COOLRAY FRT RH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3800.00,2017.31,8471622318620,,,Y,,,0.0,Y,3800.00,0.0,0.0,1.0,Y,3800.00,0.0,,,N,3800.00,0.0,,,N,3800.00,1.0,,,N,3800.00,0.0,,,N,3800.00,0.0,,
96270732,96270732,PRT SHOCK 3101460 GEELY COOLRAY REAR LH/RH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3800.00,2716.0,7584162948101,,,Y,,,0.0,Y,3800.00,0.0,1.0,2.0,Y,3800.00,0.0,,,N,3800.00,0.0,,,N,3800.00,2.0,,,N,3800.00,0.0,,,N,3800.00,0.0,,
45515182,45515182,PRT SHOCK 3101461 GEELY OKAVANGO FRT LH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3800.00,2037.0,6201571988399,,,Y,,,0.0,Y,3800.00,0.0,0.0,1.0,Y,3800.00,0.0,,,N,3800.00,0.0,,,N,3800.00,1.0,,,N,3800.00,0.0,,,N,3800.00,0.0,,
13847618,13847618,PRT SHOCK 3101462 GEELY OKAVANGO FRT RH,SHOCK ABS - PLATE #01 PRT,,N,,,,,,,3800.00,2037.0,3225928348431,,,Y,,,0.0,Y,3800.00,0.0,0.0,1.0,Y,3800.00,0.0,,,N,3800.00,0.0,,,N,3800.00,1.0,,,N,3800.00,0.0,,,N,3800.00,0.0,,
psk-psk-1138,21899,PSK PSK-1138,SEAL KIT #5,,N,,,,,,,variable,0.0,8291829134833,,,Y,,,0.0,Y,variable,0.0,1.0,3.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
psk-psk-4143,22295,PSK PSK-4143,SEAL KIT #5,,N,,,,,,,variable,0.0,8291829408510,,,Y,,,0.0,Y,variable,1.0,0.0,1.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
F-36298,F-36298,PUROLATOR F-36298,FUEL FILTER #01,,N,,,,,,,variable,0.0,3203300297767,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,variable,1.0,0.0,1.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
F-36299,F-36299,PUROLATOR F-36299,FUEL FILTER #01,,N,,,,,,,variable,0.0,3203300235337,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,variable,3.0,0.0,1.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
purolator-f-54664-23300-19295,23504,PUROLATOR F-54664 23300-19295,FUEL FILTER #01,,N,,,,,,,variable,0.0,3203300455044,,,Y,,,0.0,Y,variable,4.0,2.0,5.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
purolator-f-65472,22976,PUROLATOR F-65472,FUEL FILTER #01,,N,,,,,,,variable,522.5,3203300815267,,,Y,,,0.0,Y,variable,3.0,1.0,3.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
purolator-fuel-f-54495-16400-59a00,47864054,PUROLATOR FUEL F-54495 16400-59A00,FUEL FILTER #01,,N,,,,,,,variable,68.0,2205034754416,,,Y,,,,Y,variable,4.0,2.0,5.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
purolator-fuel-filter-f54495-16400-59a00,90346945,PUROLATOR FUEL FILTER F54495 16400-59A00,FUEL FILTER #01,,N,,,,,,,variable,68.0,8363142044332,,,Y,,,,Y,variable,4.0,3.0,5.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
purolator-l10111,12961,PUROLATOR L-10111,OIL FILTER #01,,N,,,,,,,variable,0.0,3659730873943,,,Y,,,0.0,Y,variable,0.0,2.0,5.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
purolator-l-16311,10351,PUROLATOR L-16311,OIL FILTER #01,,N,,,,,,,variable,0.0,3659730813333,,,Y,,,0.0,Y,variable,-1.0,0.0,,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
purolator-l-321-14-302,1330,PUROLATOR L-321-14-302,OIL FILTER #01,,N,,,,,,,variable,0.0,3659730232195,,,Y,,,0.0,Y,variable,-1.0,0.0,,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
l45723,10970,PUROLATOR L-45723,OIL FILTER #01,,N,,,,,,,variable,0.0,3659730277234,,,Y,,,0.0,Y,variable,0.0,0.0,,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
purolator-of-l-15505-ford-escape-2.3,15693,PUROLATOR OF L-15505 FORD ESCAPE 2.3,OIL FILTER #01,,N,,,,,,,variable,0.0,3659730728170,,,Y,,,0.0,Y,variable,2.0,2.0,5.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
purolator-l-24651,PUROLATOR L24651,PUROLATOR OIL FILTER L-24651,OIL FILTER #01,,N,,,,,,,variable,185.94,3659730771832,,,Y,,,0.0,Y,variable,3.0,4.0,8.0,Y,variable,-1.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
push-rod,23620,PUSH ROD,ENGINE PUSH ROD,,N,TYPE,4BA1 #7240,,,,,variable,55.0,3203296652168,,,Y,,,0.0,Y,variable,0.0,5.0,10.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
push-rod,23621,PUSH ROD,ENGINE PUSH ROD,,N,TYPE,4D30 #7242,,,,,variable,70.0,3203296747785,,,,,,0.0,Y,variable,2.0,5.0,10.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
push-rod,23619,PUSH ROD,ENGINE PUSH ROD,,N,TYPE,C240 #7229,,,,,variable,55.0,3203296721184,,,,,,0.0,Y,variable,0.0,5.0,10.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
push-rod,23618,PUSH ROD,ENGINE PUSH ROD,,N,TYPE,OTHERS,,,,,variable,0.0,3203296834023,,,,,,0.0,Y,variable,-10.0,5.0,10.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
qh-king-pin-qr-693-ff-4110-ford-fiera,13080,QH KING PIN QR-693 FF-4110 FORD FIERA,KING PIN KIT,,N,,,,,,,variable,0.0,1231200386137,,,Y,,,0.0,Y,variable,0.0,0.0,0.0,Y,variable,2.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
Q-8-93125-450-0,Q-8-93125-450-0,QRW BALL JOINT Q-8-93125-450-0 ISU NKR SUSP LOW,BALL JOINT #4,,N,,,,,,,variable,0.0,2309120403443,,,Y,,INTERLINK MERCANTILE,0.0,Y,variable,1.0,0.0,2.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
mikasa-sr-4740,16799,QRW MIKASA SR-4740,RACK END #4,,N,,,,,,,variable,0.0,6506511975238,,,Y,,,0.0,Y,variable,0.0,1.0,2.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
qrw-r/end-8-94234-218-2-isu-gemini,16778,QRW RACK END 8-94234-218-2 ISU GEMINI,RACK END #4,,N,,,,,,,variable,0.0,6506511470754,,,Y,,,0.0,Y,variable,2.0,1.0,2.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
qsp-mb-241884-sp-7350,12587,QSP MB-241884 SP-7350,PITMAN ARM #4,,N,,,,,,,variable,0.0,1113501177934,,,Y,,INTERLINK MERCANTILE,0.0,Y,variable,5.0,0.0,1.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
radiator-assy-nis-grand-livina-at,20302,RADIATOR ASSY NIS GRAND LIVINA AT,RADIATOR ASSY #2,,N,,,,,,,variable,0.0,354700120302,,,Y,,,0.0,Y,variable,0.0,0.0,1.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
surplus-radiator-cap,10423,RADIATOR CAP SURPLUS,RADIATOR CAP #9,,N,,,,,,,variable,62.5,1103003192797,,,Y,,,0.0,Y,variable,6.0,0.0,,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
radiator-drain-plug,22838,RADIATOR DRAIN PLUG,MISC,,N,SIZE,10MM,,,,,variable,0.0,,,,Y,,,0.0,Y,variable,3.0,5.0,,Y,variable,-1.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
radiator-drain-plug,22841,RADIATOR DRAIN PLUG,MISC,,N,SIZE,12MM,,,,,variable,0.0,,,,,,,0.0,Y,variable,7.0,5.0,,Y,variable,-2.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
radiator-drain-plug,24051,RADIATOR DRAIN PLUG,MISC,,N,SIZE,14MM,,,,,variable,0.0,,,,,,,0.0,Y,variable,17.0,5.0,,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
radiator-fan-assy-surplus,22333,RADIATOR FAN ASSY SURPLUS AUX FAN,SURPLUS,,N,TYPE,DOUBLE,,,,,variable,1100.0,3555146168860,,,Y,,,0.0,Y,variable,0.0,2.0,5.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
radiator-fan-assy-surplus,10323,RADIATOR FAN ASSY SURPLUS AUX FAN,SURPLUS,,N,TYPE,SINGLE,,,,,variable,550.0,3555146118990,,,,,,0.0,Y,variable,0.0,2.0,5.0,Y,variable,-3.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
radiator-fan-motor-fiesta-2011,11838,RADIATOR FAN MOTOR FIESTA 2011,RADIATOR FAN MOTOR #8,,N,,,,,,,variable,0.0,9898712544998,,,Y,,MAZFORD PARTS,0.0,Y,variable,0.0,0.0,1.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
radiator-overhaul,12954,RADIATOR OVERHAUL,MISC,,N,,,,,,,variable,0.0,,,,Y,,,0.0,Y,variable,-1.0,0.0,,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
radphil-rad-23416-fuso-fighter-6d17,27818,RADPHIL RAD 23416 FUSO FIGHTER 6D17,RADIATOR ASSY #2,,N,,,,,,,19500.00,15000.0,3547001216501,,,Y,,,,Y,19500.00,0.0,0.0,1.0,Y,19500.00,0.0,,,N,19500.00,0.0,,,Y,19500.00,1.0,,,N,19500.00,0.0,,,N,19500.00,0.0,,
rage-crossbar,12920187,RAGE CROSSBAR,ACCESSORIES RAGE #01,,N,CAR,CB-49 UNIVERSAL,,,,,6500.00,4500.0,5572465967952,,,Y,,,0.0,N,6500.00,0.0,,,N,6500.00,0.0,,,Y,6500.00,1.0,0.0,1.0,N,6500.00,0.0,,,N,6500.00,0.0,,,N,6500.00,0.0,,
rage-crossbar,82920425,RAGE CROSSBAR,ACCESSORIES RAGE #01,,N,CAR,CB-50 NP300 RANGER,,,,,6500.00,4500.0,1394082371950,,,,,,0.0,N,6500.00,0.0,,,N,6500.00,0.0,,,Y,6500.00,2.0,0.0,1.0,N,6500.00,0.0,,,N,6500.00,0.0,,,N,6500.00,0.0,,
rage-crossbar,56589021,RAGE CROSSBAR,ACCESSORIES RAGE #01,,N,CAR,CB-52 XPANDER RAPTOR,,,,,6500.00,4500.0,8176261523731,,,,,,0.0,N,6500.00,0.0,,,N,6500.00,0.0,,,Y,6500.00,5.0,0.0,1.0,N,6500.00,0.0,,,N,6500.00,0.0,,,N,6500.00,0.0,,
rage-crossbar,17362664,RAGE CROSSBAR,ACCESSORIES RAGE #01,,N,CAR,CB-60 FORT RANGER,,,,,8500.00,6000.0,9902842870035,,,,,,0.0,N,8500.00,0.0,,,N,8500.00,0.0,,,Y,8500.00,1.0,0.0,1.0,N,8500.00,0.0,,,N,8500.00,0.0,,,N,8500.00,0.0,,
rage-crossbar,36180498,RAGE CROSSBAR,ACCESSORIES RAGE #01,,N,CAR,CB-84 MONTERO 16,,,,,8500.00,6000.0,6218734162121,,,,,,0.0,N,8500.00,0.0,,,N,8500.00,0.0,,,Y,8500.00,1.0,0.0,1.0,N,8500.00,0.0,,,N,8500.00,0.0,,,N,8500.00,0.0,,
rage-nudge-bar-m-series,26993,RAGE NUDGE BAR M-SERIES,ACCESSORIES ROLLBAR #01,,N,CAR,FRD RANGER 2023 BLK,,,,,16500.00,9900.0,6610946185274,,,Y,,,0.0,N,16500.00,0.0,,,N,16500.00,0.0,,,Y,16500.00,0.0,0.0,1.0,Y,16500.00,0.0,,,N,16500.00,0.0,,,N,16500.00,0.0,,
rage-nudge-bar-m-series,27032,RAGE NUDGE BAR M-SERIES,ACCESSORIES ROLLBAR #01,,N,CAR,TOY ROCCO BLK/SILVER,,,,,16500.00,9900.0,6610946406137,,,,,,0.0,N,16500.00,0.0,,,N,16500.00,0.0,,,Y,16500.00,0.0,0.0,1.0,Y,16500.00,0.0,,,N,16500.00,0.0,,,N,16500.00,0.0,,
rollbars,25206,RAGE ROLLBAR,ACCESSORIES ROLLBAR #01,,N,BRAND,RAGE OFFROAD BIG,,,,,22500.00,14000.0,6610946479919,,,Y,,,0.0,N,22500.00,0.0,,,N,22500.00,0.0,,,Y,22500.00,0.0,0.0,1.0,N,22500.00,0.0,,,N,22500.00,0.0,,,N,22500.00,0.0,,
rollbars,25190,RAGE ROLLBAR,ACCESSORIES ROLLBAR #01,,N,BRAND,RAGE ROGUE SMALL,,,,,18500.00,7400.0,6610946467798,,,,,,0.0,N,18500.00,0.0,,,N,18500.00,0.0,,,Y,18500.00,1.0,1.0,2.0,N,18500.00,0.0,,,N,18500.00,0.0,,,N,18500.00,0.0,,
rollbars,26992,RAGE ROLLBAR,ACCESSORIES ROLLBAR #01,,N,BRAND,RAGE V2 NEWGEN FORD,,,,,23500.00,15000.0,6610946174904,,,,,,0.0,N,23500.00,0.0,,,N,23500.00,0.0,,,Y,23500.00,1.0,0.0,1.0,N,23500.00,0.0,,,N,23500.00,0.0,,,N,23500.00,0.0,,
